Time(5 mins),Day of Week,Probe speed ,Probe flow ,Sensor speed ,Sensor flow 
1/7/2019 3:15,1,60.4,48,59.4,23
1/7/2019 3:20,1,52.9,48,59.1,19
1/7/2019 3:25,1,54.5,48,61.7,40
1/7/2019 3:30,1,56.1,56,65,32
1/7/2019 3:35,1,63.4,56,64.7,38
1/7/2019 3:40,1,63.7,56,61.1,44
1/7/2019 3:45,1,56.5,64,63.2,32
1/7/2019 3:50,1,55.6,64,61.7,28
1/7/2019 3:55,1,58,64,63.6,68
1/7/2019 4:00,1,62,72,63.8,51
1/7/2019 4:05,1,64.2,72,63.6,75
1/7/2019 4:10,1,64.2,72,65.2,40
1/7/2019 4:15,1,63.5,96,66.7,58
1/7/2019 4:20,1,61.1,96,67.2,73
1/7/2019 4:25,1,65.6,96,65.8,81
1/7/2019 4:30,1,63.8,128,64.7,72
1/7/2019 4:35,1,66.5,128,66.2,89
1/7/2019 4:40,1,67.4,128,67.2,105
1/7/2019 4:45,1,67,168,66.7,104
1/7/2019 4:50,1,58.6,168,66.7,97
1/7/2019 4:55,1,58.3,168,66.4,109
1/7/2019 5:00,1,66.1,224,67.6,129
1/7/2019 5:05,1,69.7,224,67.3,124
1/7/2019 5:10,1,62.2,224,68.1,125
1/7/2019 5:15,1,64.4,296,67.7,142
1/7/2019 5:20,1,64.9,296,68.9,199
1/7/2019 5:25,1,68.5,296,67.8,211
1/7/2019 5:30,1,67.9,380,67.4,229
1/7/2019 5:35,1,68.1,380,67.7,253
1/7/2019 5:40,1,66.8,380,67.1,330
1/7/2019 5:45,1,69,500,67,307
1/7/2019 5:50,1,67.9,500,68.5,326
1/7/2019 5:55,1,65.5,500,69,304
1/7/2019 6:00,1,67.3,652,67.3,301
1/7/2019 6:05,1,69.3,652,66.9,333
1/7/2019 6:10,1,68.7,652,67.3,349
1/7/2019 6:15,1,67.4,708,66.3,410
1/7/2019 6:20,1,62.5,708,67.4,400
1/7/2019 6:25,1,64,708,66.3,407
1/7/2019 6:30,1,65.8,776,62.5,477
1/7/2019 6:35,1,59.1,776,51.1,531
1/7/2019 6:40,1,53,776,54.8,544
1/7/2019 6:45,1,59.9,853,59.9,547
1/7/2019 6:50,1,57.9,853,59.9,573
1/7/2019 6:55,1,61.8,853,61.8,524
1/7/2019 7:00,1,60.9,937,62.6,529
1/7/2019 7:05,1,65.1,937,63.2,470
1/7/2019 7:10,1,62,937,62.9,501
1/7/2019 7:15,1,56.6,893,63.4,499
1/7/2019 7:20,1,59.7,893,62.8,548
1/7/2019 7:25,1,59.8,893,60.8,578
1/7/2019 7:30,1,59.9,857,60.7,610
1/7/2019 7:35,1,63,857,63.6,551
1/7/2019 7:40,1,60.9,857,64.7,611
1/7/2019 7:45,1,64,820,63.8,598
1/7/2019 7:50,1,64.6,820,63.8,559
1/7/2019 7:55,1,64.1,820,66.8,574
1/7/2019 8:00,1,61.3,780,64.2,529
1/7/2019 8:05,1,62.5,780,65.1,568
1/7/2019 8:10,1,62.1,780,67.1,542
1/7/2019 8:15,1,66.2,720,67.4,573
1/7/2019 8:20,1,66.4,720,66.9,569
1/7/2019 8:25,1,65.9,720,67.4,572
1/7/2019 8:30,1,67.6,668,66.3,565
1/7/2019 8:35,1,62.1,668,67.9,579
1/7/2019 8:40,1,67.3,668,69,547
1/7/2019 8:45,1,67.1,612,68.9,556
1/7/2019 8:50,1,64.5,612,69.3,553
1/7/2019 8:55,1,71.5,612,70.9,546
1/7/2019 9:00,1,69.4,560,67.7,560
1/7/2019 9:05,1,68,560,70,518
1/7/2019 9:10,1,69.7,560,70.8,529
1/7/2019 9:15,1,71.2,544,72,480
1/7/2019 9:20,1,70,544,71.6,483
1/7/2019 9:25,1,69.2,544,71.4,482
1/7/2019 9:30,1,71,524,71.4,459
1/7/2019 9:35,1,68.8,524,71.3,483
1/7/2019 9:40,1,71.5,524,71.3,485
1/7/2019 9:45,1,69.1,512,72.5,504
1/7/2019 9:50,1,70.8,512,72.3,473
1/7/2019 9:55,1,71.4,512,74,409
1/7/2019 10:00,1,72.4,500,73.1,399
1/7/2019 10:05,1,75.8,500,72.8,389
1/7/2019 10:10,1,71.6,500,72.5,382
1/7/2019 10:15,1,71.8,504,73.4,379
1/7/2019 10:20,1,73.4,504,73.5,401
1/7/2019 10:25,1,74.8,504,72.3,395
1/7/2019 10:30,1,70.5,512,72.9,403
1/7/2019 10:35,1,72.4,512,73.1,367
1/7/2019 10:40,1,72.1,512,71.8,391
1/7/2019 10:45,1,71.9,516,73.2,374
1/7/2019 10:50,1,67.9,516,72.9,424
1/7/2019 10:55,1,71.1,516,71.4,403
1/7/2019 11:00,1,69.3,524,70.5,351
1/7/2019 11:05,1,68.3,524,70.2,379
1/7/2019 11:10,1,69,524,71.2,377
1/7/2019 11:15,1,69.3,524,70.7,346
1/7/2019 11:20,1,67.2,524,70.4,318
1/7/2019 11:25,1,67.8,524,71.9,292
1/7/2019 11:30,1,67.4,528,70.1,318
1/7/2019 11:35,1,70,528,70.3,390
1/7/2019 11:40,1,73,528,70.1,400
1/7/2019 11:45,1,64.6,532,66.1,452
1/7/2019 11:50,1,66.5,532,66.2,477
1/7/2019 11:55,1,68.2,532,68.7,464
1/7/2019 12:00,1,65.2,536,68.5,386
1/7/2019 12:05,1,67.4,536,66.5,364
1/7/2019 12:10,1,65.1,536,66.8,360
1/7/2019 12:15,1,65.9,540,67.4,386
1/7/2019 12:20,1,67.4,540,65,371
1/7/2019 12:25,1,67.4,540,64.3,391
1/7/2019 12:30,1,65.5,544,64.5,354
1/7/2019 12:35,1,63.3,544,64.7,391
1/7/2019 12:40,1,67.1,544,65.4,404
1/7/2019 12:45,1,62.2,548,64.1,365
1/7/2019 12:50,1,65.4,548,65.6,383
1/7/2019 12:55,1,65.5,548,67.3,364
1/7/2019 13:00,1,65.7,552,66.6,354
1/7/2019 13:05,1,66.7,552,66.8,382
1/7/2019 13:10,1,68.7,552,67,397
1/7/2019 13:15,1,70.4,560,65.5,392
1/7/2019 13:20,1,67.1,560,65.7,400
1/7/2019 13:25,1,65.5,560,67.4,426
1/7/2019 13:30,1,65.1,568,68.5,383
1/7/2019 13:35,1,70.3,568,67.3,370
1/7/2019 13:40,1,65.8,568,65.2,405
1/7/2019 13:45,1,62.8,576,63.9,381
1/7/2019 13:50,1,66,576,66.5,400
1/7/2019 13:55,1,63.9,576,66.2,412
1/7/2019 14:00,1,64.9,588,65.6,365
1/7/2019 14:05,1,65.8,588,65.7,427
1/7/2019 14:10,1,64.7,588,67,421
1/7/2019 14:15,1,67.7,604,68.1,379
1/7/2019 14:20,1,64.4,604,66.8,434
1/7/2019 14:25,1,66.1,604,67.4,352
1/7/2019 14:30,1,67.8,616,67.1,392
1/7/2019 14:35,1,67.2,616,66.3,394
1/7/2019 14:40,1,63.7,616,66.3,447
1/7/2019 14:45,1,67.4,632,67.6,435
1/7/2019 14:50,1,65.9,632,67.7,400
1/7/2019 14:55,1,63.8,632,64.2,432
1/7/2019 15:00,1,62,652,65,425
1/7/2019 15:05,1,63.6,652,66.9,399
1/7/2019 15:10,1,69,652,67,442
1/7/2019 15:15,1,61.7,660,66.8,493
1/7/2019 15:20,1,66.6,660,68.4,473
1/7/2019 15:25,1,69.8,660,69.1,452
1/7/2019 15:30,1,66.7,668,69.9,416
1/7/2019 15:35,1,67.6,668,68.8,485
1/7/2019 15:40,1,64,668,70.3,421
1/7/2019 15:45,1,69.9,676,69.6,487
1/7/2019 15:50,1,66.5,676,70.1,454
1/7/2019 15:55,1,69.6,676,70.7,451
1/7/2019 16:00,1,63.1,684,71.5,433
1/7/2019 16:05,1,70,684,69.8,488
1/7/2019 16:10,1,68.5,684,70.2,491
1/7/2019 16:15,1,69.1,680,69,541
1/7/2019 16:20,1,71.1,680,69.3,504
1/7/2019 16:25,1,70.5,680,68.7,513
1/7/2019 16:30,1,69.5,676,70.4,464
1/7/2019 16:35,1,69.9,676,68.2,540
1/7/2019 16:40,1,67.3,676,68.3,537
1/7/2019 16:45,1,65.9,676,68.9,541
1/7/2019 16:50,1,66.7,676,71.7,463
1/7/2019 16:55,1,69.3,676,69.3,480
1/7/2019 17:00,1,71.4,672,69.8,518
1/7/2019 17:05,1,72.7,672,69.8,529
1/7/2019 17:10,1,70.9,672,69.3,508
1/7/2019 17:15,1,71.2,636,69.3,537
1/7/2019 17:20,1,71.7,636,69.2,518
1/7/2019 17:25,1,72.7,636,69.5,470
1/7/2019 17:30,1,67.3,600,69.2,488
1/7/2019 17:35,1,66.2,600,67.4,502
1/7/2019 17:40,1,64.2,600,68.7,450
1/7/2019 17:45,1,65.4,568,69.4,419
1/7/2019 17:50,1,66,568,68.3,419
1/7/2019 17:55,1,72.6,568,69,414
1/7/2019 18:00,1,69.2,532,69.9,385
1/7/2019 18:05,1,68.2,532,70.6,432
1/7/2019 18:10,1,67.9,532,71.1,360
1/7/2019 18:15,1,67.5,492,69.9,420
1/7/2019 18:20,1,69.3,492,70.3,444
1/7/2019 18:25,1,67.5,492,71.9,366
1/7/2019 18:30,1,72.7,456,70.8,389
1/7/2019 18:35,1,67.4,456,70.1,417
1/7/2019 18:40,1,73.6,456,72.1,384
1/7/2019 18:45,1,70.5,424,69.8,381
1/7/2019 18:50,1,72.9,424,71.2,345
1/7/2019 18:55,1,71.1,424,71.5,288
1/7/2019 19:00,1,67,396,70.2,343
1/7/2019 19:05,1,67.8,396,72,298
1/7/2019 19:10,1,68.3,396,71.4,290
1/7/2019 19:15,1,66.6,372,71.9,278
1/7/2019 19:20,1,69.1,372,70.6,291
1/7/2019 19:25,1,68.6,372,71.6,265
1/7/2019 19:30,1,71.1,348,71.6,233
1/7/2019 19:35,1,72.9,348,71.2,281
1/7/2019 19:40,1,65.8,348,72.2,230
1/7/2019 19:45,1,67.5,328,72,236
1/7/2019 19:50,1,72.9,328,72.4,230
1/7/2019 19:55,1,74.3,328,71,203
1/7/2019 20:00,1,73.2,308,72.2,213
1/7/2019 20:05,1,70,308,72.2,216
1/7/2019 20:10,1,69.7,308,71.2,212
1/7/2019 20:15,1,71,304,70.4,227
1/7/2019 20:20,1,68.4,304,72.2,199
1/7/2019 20:25,1,70.3,304,72,241
1/7/2019 20:30,1,68.8,296,72.3,187
1/7/2019 20:35,1,67.4,296,71.6,195
1/7/2019 20:40,1,69,296,71.5,215
1/7/2019 20:45,1,68.8,292,71.3,174
1/7/2019 20:50,1,70.6,292,72.3,190
1/7/2019 20:55,1,69.2,292,72.1,198
1/7/2019 21:00,1,67.5,288,72.1,172
1/7/2019 21:05,1,68.5,288,71.8,187
1/7/2019 21:10,1,73,288,71.2,196
1/7/2019 21:15,1,76.2,276,73,154
1/7/2019 21:20,1,65.5,276,71.4,226
1/7/2019 21:25,1,74.9,276,71.9,231
1/7/2019 21:30,1,74.7,260,71.9,170
1/7/2019 21:35,1,74.7,260,72,174
1/7/2019 21:40,1,73.5,260,71.8,158
1/7/2019 21:45,1,66.9,248,72.4,160
1/7/2019 21:50,1,69.5,248,71.8,164
1/7/2019 21:55,1,64,248,73.2,157
1/7/2019 22:00,1,72,240,72.1,161
1/7/2019 22:05,1,78.1,240,72.4,156
1/7/2019 22:10,1,75.4,240,72.4,169
1/7/2019 22:15,1,61.7,216,71.8,176
1/7/2019 22:20,1,62.4,216,71.2,173
1/7/2019 22:25,1,71.3,216,71.6,129
1/7/2019 22:30,1,73.3,200,71.6,129
1/7/2019 22:35,1,64.9,200,72.1,105
1/7/2019 22:40,1,62.5,200,73.3,117
1/7/2019 22:45,1,62.5,180,72.7,111
1/7/2019 22:50,1,72.3,180,71.4,93
1/7/2019 22:55,1,64.9,180,72.3,109
1/7/2019 23:00,1,64.9,168,73.1,70
1/7/2019 23:05,1,68.4,168,71.2,85
1/7/2019 23:10,1,69.8,168,71.9,85
1/7/2019 23:15,1,69.7,140,71.8,92
1/7/2019 23:20,1,68.9,140,71.3,70
1/7/2019 23:25,1,65.4,140,71,59
1/7/2019 23:30,1,65.4,120,71.6,68
1/7/2019 23:35,1,67.5,120,71.8,79
1/7/2019 23:40,1,70.3,120,71.6,70
1/7/2019 23:45,1,70.4,104,70.1,62
1/7/2019 23:50,1,70.3,104,73.7,52
1/7/2019 23:55,1,70.6,104,72.4,52
1/8/2019 0:00,2,73.9,88,72.8,50
1/8/2019 0:05,2,63.2,88,67.1,54
1/8/2019 0:10,2,60.4,88,66.6,43
1/8/2019 0:15,2,60.9,76,68.3,36
1/8/2019 0:20,2,60.9,76,65.9,55
1/8/2019 0:25,2,61.1,76,66.5,37
1/8/2019 0:30,2,62.4,68,64.6,40
1/8/2019 0:35,2,68.9,68,66.2,46
1/8/2019 0:40,2,69.6,68,65.4,32
1/8/2019 0:45,2,69.6,60,67.1,43
1/8/2019 0:50,2,69.6,60,66.1,28
1/8/2019 0:55,2,69.6,60,72,40
1/8/2019 1:00,2,69.6,56,70.8,29
1/8/2019 1:05,2,70.3,56,72.3,31
1/8/2019 1:10,2,70.5,56,70.2,31
1/8/2019 1:15,2,70.5,52,69.3,25
1/8/2019 1:20,2,70.5,52,69.7,21
1/8/2019 1:25,2,70.5,52,71.5,23
1/8/2019 1:30,2,70.5,48,69.5,28
1/8/2019 1:35,2,69.8,48,69.3,22
1/8/2019 1:40,2,70.2,48,71.8,28
1/8/2019 1:45,2,71.1,48,70.7,40
1/8/2019 1:50,2,71.1,48,72.3,25
1/8/2019 1:55,2,71.1,48,71.4,15
1/8/2019 2:00,2,71.1,44,72,19
1/8/2019 2:05,2,71.1,44,70.1,26
1/8/2019 2:10,2,70.5,44,70.9,24
1/8/2019 2:15,2,69.4,44,68.7,24
1/8/2019 2:20,2,69.3,44,71.5,35
1/8/2019 2:25,2,70.3,44,72.7,37
1/8/2019 2:30,2,74.5,44,69.6,35
1/8/2019 2:35,2,74.5,44,70.3,15
1/8/2019 2:40,2,72.8,44,72,21
1/8/2019 2:45,2,72.3,44,68.8,30
1/8/2019 2:50,2,72.3,44,73.9,30
1/8/2019 2:55,2,71.7,44,68.3,22
1/8/2019 3:00,2,69.2,44,68.8,36
1/8/2019 3:05,2,69.1,44,70.9,25
1/8/2019 3:10,2,69,44,71,34
1/8/2019 3:15,2,69.6,48,69.6,25
1/8/2019 3:20,2,69.9,48,70.8,38
1/8/2019 3:25,2,69.9,48,72.8,37
1/8/2019 3:30,2,69.8,56,70.8,33
1/8/2019 3:35,2,69.8,56,72.4,38
1/8/2019 3:40,2,65.8,56,71.5,47
1/8/2019 3:45,2,66.3,64,70.3,51
1/8/2019 3:50,2,66.8,64,73.3,56
1/8/2019 3:55,2,66.8,64,71.8,52
1/8/2019 4:00,2,66.8,72,71.3,51
1/8/2019 4:05,2,67.8,72,71.2,54
1/8/2019 4:10,2,68.4,72,72,47
1/8/2019 4:15,2,67.4,96,71.2,57
1/8/2019 4:20,2,69.9,96,73.5,72
1/8/2019 4:25,2,69.9,96,71.9,74
1/8/2019 4:30,2,69.9,128,72.4,71
1/8/2019 4:35,2,70.6,128,71,97
1/8/2019 4:40,2,72.4,128,71.8,114
1/8/2019 4:45,2,72.3,168,73.6,123
1/8/2019 4:50,2,72.3,168,73.1,104
1/8/2019 4:55,2,72.3,168,72.6,84
1/8/2019 5:00,2,72.9,224,72.6,103
1/8/2019 5:05,2,73.1,224,71.5,139
1/8/2019 5:10,2,73.1,224,72,171
1/8/2019 5:15,2,71.2,296,72.1,159
1/8/2019 5:20,2,71.7,296,73.2,203
1/8/2019 5:25,2,69.6,296,72.8,228
1/8/2019 5:30,2,73.3,380,72.4,232
1/8/2019 5:35,2,70.3,380,72.4,287
1/8/2019 5:40,2,67.6,380,72.5,322
1/8/2019 5:45,2,73.5,500,72.2,347
1/8/2019 5:50,2,73.6,500,72.1,372
1/8/2019 5:55,2,73.1,500,72.7,326
1/8/2019 6:00,2,73.5,652,72.7,336
1/8/2019 6:05,2,72.3,652,72.3,308
1/8/2019 6:10,2,69,652,71.9,405
1/8/2019 6:15,2,71.4,708,71.5,432
1/8/2019 6:20,2,68.8,708,71.6,464
1/8/2019 6:25,2,73.1,708,70.4,480
1/8/2019 6:30,2,70.7,776,69,517
1/8/2019 6:35,2,67.2,776,69.1,521
1/8/2019 6:40,2,68.8,776,68.6,555
1/8/2019 6:45,2,67.2,853,69.2,518
1/8/2019 6:50,2,72.6,853,69,521
1/8/2019 6:55,2,66.6,853,69,580
1/8/2019 7:00,2,67.8,937,68.6,502
1/8/2019 7:05,2,67.9,937,68,523
1/8/2019 7:10,2,67.9,937,67.4,515
1/8/2019 7:15,2,66.4,893,65.8,545
1/8/2019 7:20,2,68.5,893,68.1,563
1/8/2019 7:25,2,67.3,893,68.6,534
1/8/2019 7:30,2,68.3,857,69.8,499
1/8/2019 7:35,2,68.5,857,68.5,517
1/8/2019 7:40,2,64.2,857,68.1,593
1/8/2019 7:45,2,64.8,820,66,626
1/8/2019 7:50,2,65.3,820,68.1,629
1/8/2019 7:55,2,65.1,820,67.4,629
1/8/2019 8:00,2,65.9,780,69.2,597
1/8/2019 8:05,2,67.3,780,67,624
1/8/2019 8:10,2,63.1,780,68.3,574
1/8/2019 8:15,2,64.3,720,67.6,600
1/8/2019 8:20,2,68.9,720,68.9,564
1/8/2019 8:25,2,68.9,720,68.5,600
1/8/2019 8:30,2,66.9,668,68.7,565
1/8/2019 8:35,2,64.5,668,66.4,629
1/8/2019 8:40,2,64.6,668,67.8,612
1/8/2019 8:45,2,59.8,612,48.8,540
1/8/2019 8:50,2,48.7,612,54.1,557
1/8/2019 8:55,2,48.7,612,56.9,580
1/8/2019 9:00,2,47.9,560,47.8,494
1/8/2019 9:05,2,45.6,560,59.5,534
1/8/2019 9:10,2,57.5,560,59.9,568
1/8/2019 9:15,2,53.4,544,52.6,533
1/8/2019 9:20,2,49.4,544,46.1,476
1/8/2019 9:25,2,50.6,544,63,548
1/8/2019 9:30,2,68.2,524,69.9,481
1/8/2019 9:35,2,72.1,524,69.2,499
1/8/2019 9:40,2,68.5,524,70.1,530
1/8/2019 9:45,2,68.1,512,69.3,505
1/8/2019 9:50,2,65.7,512,71.1,509
1/8/2019 9:55,2,69.1,512,70.1,495
1/8/2019 10:00,2,70.4,500,71.1,471
1/8/2019 10:05,2,72.6,500,71.2,444
1/8/2019 10:10,2,69.8,500,70.5,462
1/8/2019 10:15,2,68,504,71.8,443
1/8/2019 10:20,2,71.1,504,73.4,410
1/8/2019 10:25,2,71.7,504,72.5,400
1/8/2019 10:30,2,70.3,512,72,465
1/8/2019 10:35,2,72.7,512,71.9,402
1/8/2019 10:40,2,69.3,512,72,431
1/8/2019 10:45,2,70.6,516,72.8,420
1/8/2019 10:50,2,70.3,516,71.2,480
1/8/2019 10:55,2,71.1,516,71.9,416
1/8/2019 11:00,2,69.2,524,72.8,402
1/8/2019 11:05,2,68.2,524,72.1,373
1/8/2019 11:10,2,72,524,71.1,422
1/8/2019 11:15,2,74.9,524,72.3,403
1/8/2019 11:20,2,69.3,524,72.6,433
1/8/2019 11:25,2,71.9,524,72.6,417
1/8/2019 11:30,2,70,528,72,414
1/8/2019 11:35,2,72.6,528,71.9,460
1/8/2019 11:40,2,72.1,528,71.2,436
1/8/2019 11:45,2,69.8,532,72.1,435
1/8/2019 11:50,2,72,532,71.6,452
1/8/2019 11:55,2,72.1,532,71.4,446
1/8/2019 12:00,2,71.6,536,72.6,384
1/8/2019 12:05,2,71.3,536,71.8,413
1/8/2019 12:10,2,71.6,536,72.9,433
1/8/2019 12:15,2,71.4,540,70.5,470
1/8/2019 12:20,2,70.3,540,72.6,399
1/8/2019 12:25,2,73.6,540,71.9,403
1/8/2019 12:30,2,71.4,544,72.2,451
1/8/2019 12:35,2,69.3,544,71.9,420
1/8/2019 12:40,2,70.1,544,72.4,432
1/8/2019 12:45,2,74.1,548,72.4,420
1/8/2019 12:50,2,70.3,548,71.8,448
1/8/2019 12:55,2,71.1,548,72.1,417
1/8/2019 13:00,2,71.2,552,71.4,415
1/8/2019 13:05,2,73.6,552,71.6,428
1/8/2019 13:10,2,72.9,552,70.9,452
1/8/2019 13:15,2,69.4,560,71.2,494
1/8/2019 13:20,2,69.4,560,72.3,447
1/8/2019 13:25,2,70.3,560,69.9,477
1/8/2019 13:30,2,70.3,568,72.4,436
1/8/2019 13:35,2,71.9,568,70.9,487
1/8/2019 13:40,2,69.8,568,71.8,476
1/8/2019 13:45,2,68.9,576,72.3,442
1/8/2019 13:50,2,70.2,576,73,439
1/8/2019 13:55,2,69,576,72.7,383
1/8/2019 14:00,2,70.3,588,73.1,408
1/8/2019 14:05,2,73.2,588,71,436
1/8/2019 14:10,2,69.5,588,72.2,443
1/8/2019 14:15,2,71.8,604,71.8,435
1/8/2019 14:20,2,68.7,604,71.8,429
1/8/2019 14:25,2,67.5,604,72.3,444
1/8/2019 14:30,2,68.8,616,70.3,472
1/8/2019 14:35,2,70,616,71.1,454
1/8/2019 14:40,2,70.6,616,71.5,504
1/8/2019 14:45,2,69.5,632,69.9,446
1/8/2019 14:50,2,66.5,632,71.4,499
1/8/2019 14:55,2,71,632,70.9,494
1/8/2019 15:00,2,66.2,652,70.6,465
1/8/2019 15:05,2,69.1,652,71.7,454
1/8/2019 15:10,2,71,652,71.9,437
1/8/2019 15:15,2,66.8,660,71.1,502
1/8/2019 15:20,2,69.4,660,70.4,554
1/8/2019 15:25,2,68.5,660,70.6,492
1/8/2019 15:30,2,67.5,668,70,541
1/8/2019 15:35,2,70.7,668,70.5,500
1/8/2019 15:40,2,70.7,668,70.4,508
1/8/2019 15:45,2,68.7,676,70.8,544
1/8/2019 15:50,2,67.9,676,69.6,543
1/8/2019 15:55,2,68.7,676,71.8,497
1/8/2019 16:00,2,69.7,684,71,482
1/8/2019 16:05,2,70.5,684,70.1,535
1/8/2019 16:10,2,68,684,70.6,552
1/8/2019 16:15,2,67.1,680,71.2,531
1/8/2019 16:20,2,69.5,680,70.1,558
1/8/2019 16:25,2,70.7,680,72.1,538
1/8/2019 16:30,2,71.1,676,71.6,564
1/8/2019 16:35,2,67.4,676,71.3,558
1/8/2019 16:40,2,74.7,676,69.3,579
1/8/2019 16:45,2,69.7,676,71.1,543
1/8/2019 16:50,2,69.5,676,70.2,560
1/8/2019 16:55,2,71,676,68.7,499
1/8/2019 17:00,2,72.7,672,71,510
1/8/2019 17:05,2,74.4,672,69.7,550
1/8/2019 17:10,2,68.1,672,68.2,547
1/8/2019 17:15,2,71.6,636,70.6,532
1/8/2019 17:20,2,70,636,71.1,494
1/8/2019 17:25,2,75.2,636,70,458
1/8/2019 17:30,2,69.4,600,70.8,417
1/8/2019 17:35,2,72,600,70,417
1/8/2019 17:40,2,70.2,600,69.2,413
1/8/2019 17:45,2,70.5,568,69.7,409
1/8/2019 17:50,2,67.1,568,69.7,380
1/8/2019 17:55,2,70.9,568,70.2,429
1/8/2019 18:00,2,73.6,532,69.8,467
1/8/2019 18:05,2,66.7,532,68,476
1/8/2019 18:10,2,71,532,67.7,464
1/8/2019 18:15,2,72.2,492,68,446
1/8/2019 18:20,2,71.9,492,65.8,510
1/8/2019 18:25,2,69.2,492,66.2,508
1/8/2019 18:30,2,66.4,456,68.6,490
1/8/2019 18:35,2,66.6,456,65.9,458
1/8/2019 18:40,2,68.1,456,65.9,527
1/8/2019 18:45,2,68.2,424,67.4,473
1/8/2019 18:50,2,68.5,424,68.2,482
1/8/2019 18:55,2,66.8,424,69.3,370
1/8/2019 19:00,2,72.4,396,71.1,358
1/8/2019 19:05,2,71.4,396,70.2,368
1/8/2019 19:10,2,65.6,396,70.8,321
1/8/2019 19:15,2,76.3,372,71.1,346
1/8/2019 19:20,2,74.8,372,71.2,359
1/8/2019 19:25,2,71.4,372,70.8,305
1/8/2019 19:30,2,70.7,348,70.7,264
1/8/2019 19:35,2,69,348,71.5,270
1/8/2019 19:40,2,69.7,348,71,266
1/8/2019 19:45,2,65.5,328,71.1,274
1/8/2019 19:50,2,77.8,328,71.4,253
1/8/2019 19:55,2,70.8,328,71.1,243
1/8/2019 20:00,2,63.4,308,71.2,202
1/8/2019 20:05,2,63.4,308,71.6,260
1/8/2019 20:10,2,63.4,308,71.5,270
1/8/2019 20:15,2,65.3,304,72.2,285
1/8/2019 20:20,2,73.1,304,72,280
1/8/2019 20:25,2,75.2,304,71.8,229
1/8/2019 20:30,2,66.6,296,72.2,238
1/8/2019 20:35,2,67.1,296,71,244
1/8/2019 20:40,2,69.3,296,72.5,220
1/8/2019 20:45,2,73.9,292,72.4,253
1/8/2019 20:50,2,73.9,292,73.1,212
1/8/2019 20:55,2,71.2,292,71.9,225
1/8/2019 21:00,2,69.5,288,71.3,240
1/8/2019 21:05,2,72.5,288,72.9,205
1/8/2019 21:10,2,70.2,288,72.9,270
1/8/2019 21:15,2,72.4,276,71.5,274
1/8/2019 21:20,2,71.5,276,72.7,224
1/8/2019 21:25,2,70.3,276,71.8,249
1/8/2019 21:30,2,70.8,260,73,208
1/8/2019 21:35,2,75,260,73.6,201
1/8/2019 21:40,2,75,260,71.3,205
1/8/2019 21:45,2,64.1,248,73,184
1/8/2019 21:50,2,74.3,248,73.2,178
1/8/2019 21:55,2,70.2,248,71.9,178
1/8/2019 22:00,2,66.3,240,71.5,181
1/8/2019 22:05,2,72.3,240,72.6,173
1/8/2019 22:10,2,76,240,72.7,192
1/8/2019 22:15,2,75,216,73,185
1/8/2019 22:20,2,64.7,216,72.4,177
1/8/2019 22:25,2,63.8,216,72.6,152
1/8/2019 22:30,2,66.6,200,71.7,145
1/8/2019 22:35,2,66.6,200,72.6,133
1/8/2019 22:40,2,66.6,200,72.5,123
1/8/2019 22:45,2,67.5,180,72.2,122
1/8/2019 22:50,2,72.2,180,73.7,103
1/8/2019 22:55,2,70.6,180,73,90
1/8/2019 23:00,2,70.3,168,73,98
